"date","state","cases","ma"
2020-05-26,"Montana",479,482.142857142857
2020-05-27,"Montana",481,485.857142857143
2020-05-28,"Montana",485,491
2020-05-29,"Montana",493,496.714285714286
2020-05-30,"Montana",505,503
2020-05-31,"Montana",515,509.285714285714
2020-06-01,"Montana",519,516.714285714286
2020-06-02,"Montana",523,523.285714285714
2020-06-03,"Montana",525,528.285714285714
2020-06-04,"Montana",537,532.571428571429
2020-06-05,"Montana",539,536.714285714286
2020-06-06,"Montana",540,541.142857142857
2020-06-07,"Montana",545,546.285714285714
2020-06-08,"Montana",548,550
2020-06-09,"Montana",554,554.857142857143
2020-06-10,"Montana",561,561.714285714286
2020-06-11,"Montana",563,569.714285714286
2020-06-12,"Montana",573,578.428571428571
2020-06-13,"Montana",588,587
2020-06-14,"Montana",601,596.857142857143
2020-06-15,"Montana",609,610
2020-06-16,"Montana",614,623.285714285714
2020-06-17,"Montana",630,639
2020-06-18,"Montana",655,655.571428571429
2020-06-19,"Montana",666,673.428571428571
2020-06-20,"Montana",698,691.857142857143
2020-06-21,"Montana",717,711.285714285714
2020-06-22,"Montana",734,732.428571428571
2020-06-23,"Montana",743,755.714285714286
2020-06-24,"Montana",766,777.714285714286
2020-06-25,"Montana",803,798.571428571429
2020-06-26,"Montana",829,825
2020-06-27,"Montana",852,857
2020-06-28,"Montana",863,892.714285714286
2020-06-29,"Montana",919,932.714285714286
2020-06-30,"Montana",967,975.428571428571
2020-07-01,"Montana",1016,1020.42857142857
2020-07-02,"Montana",1083,1070.28571428571
2020-07-03,"Montana",1128,1117.42857142857
2020-07-04,"Montana",1167,1168.85714285714
2020-07-05,"Montana",1212,1219.57142857143
2020-07-06,"Montana",1249,1274.28571428571
2020-07-07,"Montana",1327,1340.71428571429
2020-07-08,"Montana",1371,1413.57142857143
2020-07-09,"Montana",1466,1491.57142857143
2020-07-10,"Montana",1593,1585.71428571429
2020-07-11,"Montana",1677,1687.28571428571
2020-07-12,"Montana",1758,1798.42857142857
2020-07-13,"Montana",1908,1912.57142857143
2020-07-14,"Montana",2038,2025.42857142857
2020-07-15,"Montana",2149,2138.85714285714
2020-07-16,"Montana",2265,2249.57142857143
2020-07-17,"Montana",2383,2354.14285714286
2020-07-18,"Montana",2471,2454.57142857143
2020-07-19,"Montana",2533,2553.28571428571
2020-07-20,"Montana",2640,2647.42857142857
2020-07-21,"Montana",2741,2751.71428571429
2020-07-22,"Montana",2840,2864.42857142857
2020-07-23,"Montana",2924,2980
2020-07-24,"Montana",3113,3089.42857142857
2020-07-25,"Montana",3260,3196.57142857143
2020-07-26,"Montana",3342,3318.71428571429
2020-07-27,"Montana",3406,3448
2020-07-28,"Montana",3491,3571.42857142857
2020-07-29,"Montana",3695,3688.71428571429
2020-07-30,"Montana",3829,3810.28571428571
2020-07-31,"Montana",3977,3930.71428571429
2020-08-01,"Montana",4081,4054.85714285714
2020-08-02,"Montana",4193,4167.14285714286
2020-08-03,"Montana",4249,4280.28571428571
2020-08-04,"Montana",4360,4393.71428571429
2020-08-05,"Montana",4481,4509.14285714286
2020-08-06,"Montana",4621,4617.57142857143
2020-08-07,"Montana",4771,4729.42857142857
2020-08-08,"Montana",4889,4838.71428571429
2020-08-09,"Montana",4952,4954.57142857143
2020-08-10,"Montana",5032,5070.14285714286
2020-08-11,"Montana",5125,5183.42857142857
2020-08-12,"Montana",5292,5294
2020-08-13,"Montana",5430,5408.14285714286
2020-08-14,"Montana",5564,5519.28571428571
2020-08-15,"Montana",5663,5625.28571428571
2020-08-16,"Montana",5751,5723
2020-08-17,"Montana",5810,5818
2020-08-18,"Montana",5867,5914.42857142857
2020-08-19,"Montana",5976,6018.57142857143
2020-08-20,"Montana",6095,6117.57142857143
2020-08-21,"Montana",6239,6217.57142857143
2020-08-22,"Montana",6392,6329.28571428571
2020-08-23,"Montana",6444,6448
2020-08-24,"Montana",6510,6571.57142857143
2020-08-25,"Montana",6649,6692.57142857143
2020-08-26,"Montana",6807,6816
2020-08-27,"Montana",6960,6944
2020-08-28,"Montana",7086,7076.85714285714
2020-08-29,"Montana",7256,7202.14285714286
2020-08-30,"Montana",7340,7331.85714285714
2020-08-31,"Montana",7440,7466.57142857143
2020-09-01,"Montana",7526,7603.71428571429
2020-09-02,"Montana",7715,7735.42857142857
2020-09-03,"Montana",7903,7868.57142857143
2020-09-04,"Montana",8046,7997.14285714286
2020-09-05,"Montana",8178,8123.28571428571
2020-09-06,"Montana",8272,8235.28571428571
2020-09-07,"Montana",8340,8348.28571428571
2020-09-08,"Montana",8409,8458.42857142857
2020-09-09,"Montana",8499,8568.14285714286
2020-09-10,"Montana",8694,8677.42857142857
2020-09-11,"Montana",8817,8795.14285714286
2020-09-12,"Montana",8946,8919.71428571429
2020-09-13,"Montana",9037,9060.85714285714
2020-09-14,"Montana",9164,9207.57142857143
2020-09-15,"Montana",9281,9367.14285714286
2020-09-16,"Montana",9487,9545.28571428571
2020-09-17,"Montana",9721,9729.28571428571
2020-09-18,"Montana",9934,9921.42857142857
2020-09-19,"Montana",10193,10137.2857142857
2020-09-20,"Montana",10325,10358.2857142857
2020-09-21,"Montana",10509,10595.4285714286
2020-09-22,"Montana",10792,10841.4285714286
2020-09-23,"Montana",11034,11091.4285714286
2020-09-24,"Montana",11381,11348.7142857143
2020-09-25,"Montana",11656,11638.5714285714
2020-09-26,"Montana",11943,11929
2020-09-27,"Montana",12126,12235.4285714286
2020-09-28,"Montana",12538,12556.1428571429
2020-09-29,"Montana",12825,12897.2857142857
2020-09-30,"Montana",13179,13261.1428571429
2020-10-01,"Montana",13626,13634.2857142857
2020-10-02,"Montana",14044,14004.1428571429
2020-10-03,"Montana",14490,14405.2857142857
2020-10-04,"Montana",14738,14836
2020-10-05,"Montana",15127,15284.5714285714
2020-10-06,"Montana",15633,15775.1428571429
2020-10-07,"Montana",16194,16293.4285714286
2020-10-08,"Montana",16766,16864.1428571429
2020-10-09,"Montana",17478,17446.7142857143
2020-10-10,"Montana",18118,NA
2020-10-11,"Montana",18733,NA
2020-10-12,"Montana",19205,NA
2020-02-26,"Nebraska",13,NA
2020-02-27,"Nebraska",13,NA
2020-02-28,"Nebraska",13,NA
2020-02-29,"Nebraska",13,13
2020-03-01,"Nebraska",13,13
2020-03-02,"Nebraska",13,13
2020-03-03,"Nebraska",13,13.1428571428571
2020-03-04,"Nebraska",13,13.2857142857143
2020-03-05,"Nebraska",13,13.7142857142857
2020-03-06,"Nebraska",14,14.1428571428571
2020-03-07,"Nebraska",14,14.7142857142857
2020-03-08,"Nebraska",16,16.1428571428571
2020-03-09,"Nebraska",16,17.7142857142857
2020-03-10,"Nebraska",17,19.5714285714286
2020-03-11,"Nebraska",23,21.7142857142857
2020-03-12,"Nebraska",24,23.8571428571429
2020-03-13,"Nebraska",27,26.2857142857143
2020-03-14,"Nebraska",29,29
2020-03-15,"Nebraska",31,31.8571428571429
2020-03-16,"Nebraska",33,35.1428571428571
2020-03-17,"Nebraska",36,38.8571428571429
2020-03-18,"Nebraska",43,43.4285714285714
2020-03-19,"Nebraska",47,47.8571428571429
2020-03-20,"Nebraska",53,53.5714285714286
2020-03-21,"Nebraska",61,59.4285714285714
2020-03-22,"Nebraska",62,65.2857142857143
2020-03-23,"Nebraska",73,71.5714285714286
2020-03-24,"Nebraska",77,78.5714285714286
2020-03-25,"Nebraska",84,87.2857142857143
2020-03-26,"Nebraska",91,98.1428571428571
2020-03-27,"Nebraska",102,114.142857142857
2020-03-28,"Nebraska",122,131.571428571429
2020-03-29,"Nebraska",138,155.142857142857
2020-03-30,"Nebraska",185,181.142857142857
2020-03-31,"Nebraska",199,209
2020-04-01,"Nebraska",249,240
2020-04-02,"Nebraska",273,274.142857142857
2020-04-03,"Nebraska",297,310.285714285714
2020-04-04,"Nebraska",339,352
2020-04-05,"Nebraska",377,393.285714285714
2020-04-06,"Nebraska",438,439.142857142857
2020-04-07,"Nebraska",491,493.571428571429
2020-04-08,"Nebraska",538,547.714285714286
2020-04-09,"Nebraska",594,608.857142857143
2020-04-10,"Nebraska",678,670.571428571429
2020-04-11,"Nebraska",718,733.285714285714
2020-04-12,"Nebraska",805,798.428571428571
2020-04-13,"Nebraska",870,869.857142857143
2020-04-14,"Nebraska",930,946.714285714286
2020-04-15,"Nebraska",994,1036.71428571429
2020-04-16,"Nebraska",1094,1132.14285714286
2020-04-17,"Nebraska",1216,1243
2020-04-18,"Nebraska",1348,1356.71428571429
2020-04-19,"Nebraska",1473,1475.57142857143
2020-04-20,"Nebraska",1646,1632.14285714286
2020-04-21,"Nebraska",1726,1811.85714285714
2020-04-22,"Nebraska",1826,2033.28571428571
2020-04-23,"Nebraska",2190,2269.42857142857
2020-04-24,"Nebraska",2474,2532.42857142857
2020-04-25,"Nebraska",2898,2802
2020-04-26,"Nebraska",3126,3094.85714285714
2020-04-27,"Nebraska",3487,3400.85714285714
2020-04-28,"Nebraska",3613,3738.57142857143
2020-04-29,"Nebraska",3876,4086.28571428571
2020-04-30,"Nebraska",4332,4452
2020-05-01,"Nebraska",4838,4828.57142857143
2020-05-02,"Nebraska",5332,5232.71428571429
2020-05-03,"Nebraska",5686,5646.28571428571
2020-05-04,"Nebraska",6123,6054.57142857143
2020-05-05,"Nebraska",6442,6482
2020-05-06,"Nebraska",6771,6896.42857142857
2020-05-07,"Nebraska",7190,7273.85714285714
2020-05-08,"Nebraska",7830,7624.14285714286
2020-05-09,"Nebraska",8233,7951.28571428571
2020-05-10,"Nebraska",8328,8280
2020-05-11,"Nebraska",8575,8597.28571428571
2020-05-12,"Nebraska",8732,8873.85714285714
2020-05-13,"Nebraska",9072,9157.71428571429
2020-05-14,"Nebraska",9411,9446.28571428571
2020-05-15,"Nebraska",9766,9739.14285714286
2020-05-16,"Nebraska",10220,10041.1428571429
2020-05-17,"Nebraska",10348,10333.5714285714
2020-05-18,"Nebraska",10625,10621
2020-05-19,"Nebraska",10846,10891.7142857143
2020-05-20,"Nebraska",11119,11144.2857142857
2020-05-21,"Nebraska",11423,11399.2857142857
2020-05-22,"Nebraska",11661,11646.2857142857
2020-05-23,"Nebraska",11988,11899.4285714286
2020-05-24,"Nebraska",12133,12164.5714285714
2020-05-25,"Nebraska",12354,12427
2020-05-26,"Nebraska",12618,12711.7142857143
2020-05-27,"Nebraska",12975,12985.5714285714
2020-05-28,"Nebraska",13260,13266.7142857143
2020-05-29,"Nebraska",13654,13551.1428571429
2020-05-30,"Nebraska",13905,13835.8571428571
2020-05-31,"Nebraska",14101,14106
2020-06-01,"Nebraska",14345,14371.2857142857
2020-06-02,"Nebraska",14611,14617.7142857143
2020-06-03,"Nebraska",14866,14851.7142857143
2020-06-04,"Nebraska",15117,15070.7142857143
2020-06-05,"Nebraska",15379,15271.7142857143
2020-06-06,"Nebraska",15543,15454.1428571429
2020-06-07,"Nebraska",15634,15619.7142857143
2020-06-08,"Nebraska",15752,15790.8571428571
2020-06-09,"Nebraska",15888,15952.8571428571
2020-06-10,"Nebraska",16025,16108.7142857143
2020-06-11,"Nebraska",16315,16266
2020-06-12,"Nebraska",16513,16424.2857142857
2020-06-13,"Nebraska",16634,16587.5714285714
2020-06-14,"Nebraska",16735,16759.1428571429
2020-06-15,"Nebraska",16860,16916.2857142857
2020-06-16,"Nebraska",17031,17070.2857142857
2020-06-17,"Nebraska",17226,17223.5714285714
2020-06-18,"Nebraska",17415,17377.1428571429
2020-06-19,"Nebraska",17591,17533.8571428571
2020-06-20,"Nebraska",17707,17685.2857142857
2020-06-21,"Nebraska",17810,17827.2857142857
2020-06-22,"Nebraska",17957,17960.2857142857
2020-06-23,"Nebraska",18091,18093.5714285714
2020-06-24,"Nebraska",18220,18246.1428571429
2020-06-25,"Nebraska",18346,18401.8571428571
2020-06-26,"Nebraska",18524,18560
2020-06-27,"Nebraska",18775,18717.5714285714
2020-06-28,"Nebraska",18900,18875.4285714286
2020-06-29,"Nebraska",19064,19036.8571428571
2020-06-30,"Nebraska",19194,19199.1428571429
2020-07-01,"Nebraska",19325,19349.2857142857
2020-07-02,"Nebraska",19476,19497.4285714286
2020-07-03,"Nebraska",19660,19638.5714285714
2020-07-04,"Nebraska",19826,19783
2020-07-05,"Nebraska",19937,19941.8571428571
2020-07-06,"Nebraska",20052,20110.7142857143
2020-07-07,"Nebraska",20205,20278.4285714286
2020-07-08,"Nebraska",20437,20451.1428571429
2020-07-09,"Nebraska",20658,20633.5714285714
2020-07-10,"Nebraska",20834,20832.4285714286
2020-07-11,"Nebraska",21035,21048.4285714286
2020-07-12,"Nebraska",21214,21268.7142857143
2020-07-13,"Nebraska",21444,21485.8571428571
2020-07-14,"Nebraska",21717,21704
2020-07-15,"Nebraska",21979,21919.7142857143
2020-07-16,"Nebraska",22178,22123
2020-07-17,"Nebraska",22361,22323.4285714286
2020-07-18,"Nebraska",22545,22533.8571428571
2020-07-19,"Nebraska",22637,22749.1428571429
2020-07-20,"Nebraska",22847,22983.4285714286
2020-07-21,"Nebraska",23190,23242.4285714286
2020-07-22,"Nebraska",23486,23509.1428571429
2020-07-23,"Nebraska",23818,23792.1428571429
2020-07-24,"Nebraska",24174,24085.2857142857
2020-07-25,"Nebraska",24412,24363.8571428571
2020-07-26,"Nebraska",24618,24644.1428571429
2020-07-27,"Nebraska",24899,24922.4285714286
2020-07-28,"Nebraska",25140,25213.4285714286
2020-07-29,"Nebraska",25448,25496.1428571429
2020-07-30,"Nebraska",25766,25793.8571428571
2020-07-31,"Nebraska",26211,26087.7142857143
2020-08-01,"Nebraska",26391,26378.8571428571
2020-08-02,"Nebraska",26702,26670.4285714286
2020-08-03,"Nebraska",26956,26964
2020-08-04,"Nebraska",27178,27234.4285714286
2020-08-05,"Nebraska",27489,27499.2857142857
2020-08-06,"Nebraska",27821,27746.4285714286
2020-08-07,"Nebraska",28104,27995
2020-08-08,"Nebraska",28245,28259.5714285714
2020-08-09,"Nebraska",28432,28510.2857142857
2020-08-10,"Nebraska",28696,28773
2020-08-11,"Nebraska",29030,29042.1428571429
2020-08-12,"Nebraska",29244,29327.2857142857
2020-08-13,"Nebraska",29660,29604.4285714286
2020-08-14,"Nebraska",29988,29871.1428571429
2020-08-15,"Nebraska",30241,30127.5714285714
2020-08-16,"Nebraska",30372,30384.1428571429
2020-08-17,"Nebraska",30563,30625.2857142857
2020-08-18,"Nebraska",30825,30859.2857142857
2020-08-19,"Nebraska",31040,31079.1428571429
2020-08-20,"Nebraska",31348,31295.8571428571
2020-08-21,"Nebraska",31626,31507.8571428571
2020-08-22,"Nebraska",31780,31729.8571428571
2020-08-23,"Nebraska",31889,31970.8571428571
2020-08-24,"Nebraska",32047,32221.2857142857
2020-08-25,"Nebraska",32379,32479.8571428571
2020-08-26,"Nebraska",32727,32761.7142857143
2020-08-27,"Nebraska",33101,33069.8571428571
2020-08-28,"Nebraska",33436,33389.8571428571
2020-08-29,"Nebraska",33753,33703.4285714286
2020-08-30,"Nebraska",34046,34027.4285714286
2020-08-31,"Nebraska",34287,34365.7142857143
2020-09-01,"Nebraska",34574,34683.5714285714
2020-09-02,"Nebraska",34995,34976.7142857143
2020-09-03,"Nebraska",35469,35240.2857142857
2020-09-04,"Nebraska",35661,35481.4285714286
2020-09-05,"Nebraska",35805,35753.2857142857
2020-09-06,"Nebraska",35891,36027.8571428571
2020-09-07,"Nebraska",35975,36299.8571428571
2020-09-08,"Nebraska",36477,36611.2857142857
2020-09-09,"Nebraska",36917,36940.2857142857
2020-09-10,"Nebraska",37373,37268.4285714286
2020-09-11,"Nebraska",37841,37649.4285714286
2020-09-12,"Nebraska",38108,38005.5714285714
2020-09-13,"Nebraska",38188,38363
2020-09-14,"Nebraska",38642,38727
2020-09-15,"Nebraska",38970,39090.7142857143
2020-09-16,"Nebraska",39419,39474.8571428571
2020-09-17,"Nebraska",39921,39888.4285714286
2020-09-18,"Nebraska",40387,40280.7142857143
2020-09-19,"Nebraska",40797,40689
2020-09-20,"Nebraska",41083,41097.4285714286
2020-09-21,"Nebraska",41388,41498.8571428571
2020-09-22,"Nebraska",41828,41895.2857142857
2020-09-23,"Nebraska",42278,42295.1428571429
2020-09-24,"Nebraska",42731,42720.8571428571
2020-09-25,"Nebraska",43162,43176.5714285714
2020-09-26,"Nebraska",43596,43636
2020-09-27,"Nebraska",44063,44105.4285714286
2020-09-28,"Nebraska",44578,44598.8571428571
2020-09-29,"Nebraska",45044,45143.8571428571
2020-09-30,"Nebraska",45564,45687.7142857143
2020-10-01,"Nebraska",46185,46222.5714285714
2020-10-02,"Nebraska",46977,46748.4285714286
2020-10-03,"Nebraska",47403,47278.8571428571
2020-10-04,"Nebraska",47807,47826.2857142857
2020-10-05,"Nebraska",48259,48379.7142857143
2020-10-06,"Nebraska",48757,48835.5714285714
2020-10-07,"Nebraska",49396,49476.1428571429
2020-10-08,"Nebraska",50059,50129.7142857143
2020-10-09,"Nebraska",50168,50784
2020-10-10,"Nebraska",51887,NA
2020-10-11,"Nebraska",52382,NA
2020-10-12,"Nebraska",52839,NA
2020-02-26,"Nevada",0,NA
2020-02-27,"Nevada",0,NA
2020-02-28,"Nevada",0,NA
2020-02-29,"Nevada",0,0
2020-03-01,"Nevada",0,0
2020-03-02,"Nevada",0,0.285714285714286
2020-03-03,"Nevada",0,0.571428571428571
2020-03-04,"Nevada",0,0.857142857142857
2020-03-05,"Nevada",2,1.42857142857143
2020-03-06,"Nevada",2,2
2020-03-07,"Nevada",2,2.57142857142857
2020-03-08,"Nevada",4,3.57142857142857
2020-03-09,"Nevada",4,4.85714285714286
2020-03-10,"Nevada",4,7.28571428571429
2020-03-11,"Nevada",7,10
2020-03-12,"Nevada",11,13.1428571428571
2020-03-13,"Nevada",19,19
2020-03-14,"Nevada",21,26.2857142857143
2020-03-15,"Nevada",26,37
2020-03-16,"Nevada",45,49.5714285714286
2020-03-17,"Nevada",55,70.4285714285714
2020-03-18,"Nevada",82,91
2020-03-19,"Nevada",99,114.428571428571
2020-03-20,"Nevada",165,145.857142857143
2020-03-21,"Nevada",165,183
2020-03-22,"Nevada",190,229.142857142857
2020-03-23,"Nevada",265,291.428571428571
2020-03-24,"Nevada",315,356.571428571429
2020-03-25,"Nevada",405,438.428571428571
2020-03-26,"Nevada",535,542.714285714286
2020-03-27,"Nevada",621,654
2020-03-28,"Nevada",738,768
2020-03-29,"Nevada",920,892.857142857143
2020-03-30,"Nevada",1044,1024.71428571429
2020-03-31,"Nevada",1113,1157.28571428571
2020-04-01,"Nevada",1279,1303
2020-04-02,"Nevada",1458,1440.14285714286
2020-04-03,"Nevada",1549,1572.57142857143
2020-04-04,"Nevada",1758,1713.71428571429
2020-04-05,"Nevada",1880,1862.14285714286
2020-04-06,"Nevada",1971,2004.71428571429
2020-04-07,"Nevada",2101,2155.71428571429
2020-04-08,"Nevada",2318,2293.14285714286
2020-04-09,"Nevada",2456,2433.14285714286
2020-04-10,"Nevada",2606,2585.28571428571
2020-04-11,"Nevada",2720,2733.28571428571
2020-04-12,"Nevada",2860,2861
2020-04-13,"Nevada",3036,2984.57142857143
2020-04-14,"Nevada",3137,3115.71428571429
2020-04-15,"Nevada",3212,3245.14285714286
2020-04-16,"Nevada",3321,3366.57142857143
2020-04-17,"Nevada",3524,3480
2020-04-18,"Nevada",3626,3594.28571428571
2020-04-19,"Nevada",3710,3718.42857142857
2020-04-20,"Nevada",3830,3845.14285714286
2020-04-21,"Nevada",3937,3970
2020-04-22,"Nevada",4081,4100.42857142857
2020-04-23,"Nevada",4208,4233
2020-04-24,"Nevada",4398,4358.42857142857
2020-04-25,"Nevada",4539,4483.42857142857
2020-04-26,"Nevada",4638,4605.28571428571
2020-04-27,"Nevada",4708,4726
2020-04-28,"Nevada",4812,4847.57142857143
2020-04-29,"Nevada",4934,4969.14285714286
2020-04-30,"Nevada",5053,5088.42857142857
2020-05-01,"Nevada",5249,5219.71428571429
2020-05-02,"Nevada",5390,5341.57142857143
2020-05-03,"Nevada",5473,5457.28571428571
2020-05-04,"Nevada",5627,5572.28571428571
2020-05-05,"Nevada",5665,5671.28571428571
2020-05-06,"Nevada",5744,5765
2020-05-07,"Nevada",5858,5857.42857142857
2020-05-08,"Nevada",5942,5932.42857142857
2020-05-09,"Nevada",6046,6024.71428571429
2020-05-10,"Nevada",6120,6130.14285714286
2020-05-11,"Nevada",6152,6236.71428571429
2020-05-12,"Nevada",6311,6349.71428571429
2020-05-13,"Nevada",6482,6458.85714285714
2020-05-14,"Nevada",6604,6575.28571428571
2020-05-15,"Nevada",6733,6704.85714285714
2020-05-16,"Nevada",6810,6827.42857142857
2020-05-17,"Nevada",6935,6944.42857142857
2020-05-18,"Nevada",7059,7058.71428571429
2020-05-19,"Nevada",7169,7172.71428571429
2020-05-20,"Nevada",7301,7309.71428571429
2020-05-21,"Nevada",7404,7445.57142857143
2020-05-22,"Nevada",7531,7574.14285714286
2020-05-23,"Nevada",7769,7701.28571428571
2020-05-24,"Nevada",7886,7822.57142857143
2020-05-25,"Nevada",7959,7943
2020-05-26,"Nevada",8059,8063.57142857143
2020-05-27,"Nevada",8150,8170.71428571429
2020-05-28,"Nevada",8247,8276.71428571429
2020-05-29,"Nevada",8375,8382.71428571429
2020-05-30,"Nevada",8519,8496.85714285714
2020-05-31,"Nevada",8628,8611.14285714286
2020-06-01,"Nevada",8701,8735.57142857143
2020-06-02,"Nevada",8858,8868.57142857143
2020-06-03,"Nevada",8950,9007.85714285714
2020-06-04,"Nevada",9118,9157.14285714286
2020-06-05,"Nevada",9306,9316.28571428571
2020-06-06,"Nevada",9494,9486
2020-06-07,"Nevada",9673,9666.85714285714
2020-06-08,"Nevada",9815,9859.14285714286
2020-06-09,"Nevada",10046,10058.8571428571
2020-06-10,"Nevada",10216,10272.8571428571
2020-06-11,"Nevada",10464,10490.8571428571
2020-06-12,"Nevada",10704,10705.2857142857
2020-06-13,"Nevada",10992,10937.7142857143
2020-06-14,"Nevada",11199,11171.4285714286
2020-06-15,"Nevada",11316,11414.2857142857
2020-06-16,"Nevada",11673,11674.4285714286
2020-06-17,"Nevada",11852,11958
2020-06-18,"Nevada",12164,12249
2020-06-19,"Nevada",12525,12571.7142857143
2020-06-20,"Nevada",12977,12912.4285714286
2020-06-21,"Nevada",13236,13285
2020-06-22,"Nevada",13575,13677.4285714286
2020-06-23,"Nevada",14058,14082.2857142857
2020-06-24,"Nevada",14460,14571.2857142857
2020-06-25,"Nevada",14911,15135.7142857143
2020-06-26,"Nevada",15359,15763.7142857143
2020-06-27,"Nevada",16400,16410
2020-06-28,"Nevada",17187,17080.1428571429
2020-06-29,"Nevada",17971,17788.7142857143
2020-06-30,"Nevada",18582,18577.1428571429
2020-07-01,"Nevada",19151,19330.1428571429
2020-07-02,"Nevada",19871,20091.7142857143
2020-07-03,"Nevada",20878,20800.1428571429
2020-07-04,"Nevada",21671,21552.4285714286
2020-07-05,"Nevada",22518,22299.1428571429
2020-07-06,"Nevada",22930,23039.7142857143
2020-07-07,"Nevada",23848,23765.8571428571
2020-07-08,"Nevada",24378,24514.5714285714
2020-07-09,"Nevada",25055,25261.2857142857
2020-07-10,"Nevada",25961,26070.8571428571
2020-07-11,"Nevada",26912,26902.4285714286
2020-07-12,"Nevada",27745,27789.4285714286
2020-07-13,"Nevada",28597,28785
2020-07-14,"Nevada",29669,29843.7142857143
2020-07-15,"Nevada",30587,30942.8571428571
2020-07-16,"Nevada",32024,32097.2857142857
2020-07-17,"Nevada",33372,33269.8571428571
2020-07-18,"Nevada",34606,34403.5714285714
2020-07-19,"Nevada",35826,35571
2020-07-20,"Nevada",36805,36723
2020-07-21,"Nevada",37605,37814.5714285714
2020-07-22,"Nevada",38759,38869.8571428571
2020-07-23,"Nevada",40088,39883.1428571429
2020-07-24,"Nevada",41013,40893.8571428571
2020-07-25,"Nevada",41993,41949
2020-07-26,"Nevada",42919,42974.4285714286
2020-07-27,"Nevada",43880,43966.7142857143
2020-07-28,"Nevada",44991,44985.1428571429
2020-07-29,"Nevada",45937,46015.7142857143
2020-07-30,"Nevada",47034,47065.8571428571
2020-07-31,"Nevada",48142,48116.7142857143
2020-08-01,"Nevada",49207,49154.5714285714
2020-08-02,"Nevada",50270,50152
2020-08-03,"Nevada",51236,51105
2020-08-04,"Nevada",52256,52032.2857142857
2020-08-05,"Nevada",52919,52928.5714285714
2020-08-06,"Nevada",53705,53786.8571428571
2020-08-07,"Nevada",54633,54613.4285714286
2020-08-08,"Nevada",55481,55378
2020-08-09,"Nevada",56278,56122.7142857143
2020-08-10,"Nevada",57022,56852.2857142857
2020-08-11,"Nevada",57608,57590.4285714286
2020-08-12,"Nevada",58132,58328.5714285714
2020-08-13,"Nevada",58812,59056.5714285714
2020-08-14,"Nevada",59800,59770.8571428571
2020-08-15,"Nevada",60648,60505.7142857143
2020-08-16,"Nevada",61374,61219.2857142857
2020-08-17,"Nevada",62022,61917.4285714286
2020-08-18,"Nevada",62752,62599.2857142857
2020-08-19,"Nevada",63127,63242.4285714286
2020-08-20,"Nevada",63699,63857.2857142857
2020-08-21,"Nevada",64573,64436
2020-08-22,"Nevada",65150,64973.5714285714
2020-08-23,"Nevada",65678,65488.5714285714
2020-08-24,"Nevada",66073,66006.4285714286
2020-08-25,"Nevada",66515,66493.7142857143
2020-08-26,"Nevada",66732,66983.1428571429
2020-08-27,"Nevada",67324,67455
2020-08-28,"Nevada",67984,67918.5714285714
2020-08-29,"Nevada",68576,68374.7142857143
2020-08-30,"Nevada",68981,68831.1428571429
2020-08-31,"Nevada",69318,69259
2020-09-01,"Nevada",69708,69658.8571428571
2020-09-02,"Nevada",69927,70031.4285714286
2020-09-03,"Nevada",70319,70421.4285714286
2020-09-04,"Nevada",70783,70811.4285714286
2020-09-05,"Nevada",71184,71162.4285714286
2020-09-06,"Nevada",71711,71503.8571428571
2020-09-07,"Nevada",72048,71832.5714285714
2020-09-08,"Nevada",72165,72133
2020-09-09,"Nevada",72317,72434
2020-09-10,"Nevada",72620,72710.7142857143
2020-09-11,"Nevada",72886,72973.7142857143
2020-09-12,"Nevada",73291,73254.2857142857
2020-09-13,"Nevada",73648,73548.5714285714
2020-09-14,"Nevada",73889,73858.8571428571
2020-09-15,"Nevada",74129,74182.7142857143
2020-09-16,"Nevada",74377,74501.7142857143
2020-09-17,"Nevada",74792,74825.4285714286
2020-09-18,"Nevada",75153,75144
2020-09-19,"Nevada",75524,75465
2020-09-20,"Nevada",75914,75826.4285714286
2020-09-21,"Nevada",76119,76190.1428571429
2020-09-22,"Nevada",76376,76586.8571428571
2020-09-23,"Nevada",76907,77006.8571428571
2020-09-24,"Nevada",77338,77422
2020-09-25,"Nevada",77930,77878.2857142857
2020-09-26,"Nevada",78464,78351.8571428571
2020-09-27,"Nevada",78820,78805.7142857143
2020-09-28,"Nevada",79313,79258.4285714286
2020-09-29,"Nevada",79691,79737.7142857143
2020-09-30,"Nevada",80084,80218.4285714286
2020-10-01,"Nevada",80507,80691.8571428571
2020-10-02,"Nevada",81285,81153.4285714286
2020-10-03,"Nevada",81829,81631.2857142857
2020-10-04,"Nevada",82134,82119.2857142857
2020-10-05,"Nevada",82544,82614.1428571429
2020-10-06,"Nevada",83036,83114.1428571429
2020-10-07,"Nevada",83500,83633.2857142857
2020-10-08,"Nevada",83971,84174.4285714286
2020-10-09,"Nevada",84785,84730
2020-10-10,"Nevada",85463,NA
2020-10-11,"Nevada",85922,NA
2020-10-12,"Nevada",86433,NA
2020-02-26,"New Hampshire",0,NA
2020-02-27,"New Hampshire",0,NA
2020-02-28,"New Hampshire",0,NA
2020-02-29,"New Hampshire",0,0.428571428571429
2020-03-01,"New Hampshire",0,0.714285714285714
2020-03-02,"New Hampshire",1,1
2020-03-03,"New Hampshire",2,1.28571428571429
2020-03-04,"New Hampshire",2,1.85714285714286
